en,te
school,పాఠశాల
Let's talk about your work.,మీ పని గురించి మాట్లాడదాం.
Never hesitate to tell the truth.,నిజం చెప్పడానికి ఎప్పుడూ వెనుకాడకండి.
She is learning how to drive a car.,ఆమె కారు నడపడం నేర్చుకుంటుంది.
I cannot possibly help you.,నేను మీకు సహాయం చేయలేను.
It's going to be a long trip.,ఇది సుదీర్ఘ యాత్ర కానుంది.
That's what we're waiting for.,దాని కోసం మేము ఎదురు చూస్తున్నాము.
"In England, in the summer, the sun rises at about 4 a.m.","ఇంగ్లాండ్‌లో, వేసవిలో, ఉదయం 4 గంటలకు సూర్యుడు ఉదయిస్తాడు."
"Tom isn't a bus driver, is he?","టామ్ బస్ డ్రైవర్ కాదు, అతను?"
His death was a great loss to our country.,ఆయన మరణం మన దేశానికి ఎంతో నష్టమే.
I'll call back soon.,నేను త్వరలో తిరిగి పిలుస్తాను.
I was in Boston last winter.,నేను గత శీతాకాలంలో బోస్టన్లో ఉన్నాను.
Both of us should lose some weight.,మా ఇద్దరికీ కొంత బరువు తగ్గాలి.
I'm afraid I'll be a burden to you.,నేను మీకు భారం అవుతాను అని భయపడుతున్నాను.
Would you like a glass of water?,మీరు ఒక గాజు నీరు కావాలా?
I've read every book on this shelf.,నేను ఈ షెల్ఫ్ లో ప్రతి పుస్తకం చదివాను.
They're all equal.,వారంతా సమానం.
"I'm sorry, you have the wrong number.","క్షమించండి, మీకు తప్పు సంఖ్య ఉంది."
I never asked you to do that.,నేను మీరు అలా చేయమని ఎప్పుడూ అడగలేదు.
ram kills ravana.,రామ్ రావనాను చంపాడు.
Clean the barrel of this rifle.,ఈ రైఫిల్ యొక్క బారెల్ శుభ్రం చేయండి.
I'm very angry now.,నాకు ఇప్పుడు చాలా కోపం ఉంది.
Tom told me the book was interesting.,టామ్ పుస్తకం ఆసక్తికరంగా ఉందని నాకు చెప్పారు.
Position,స్థానం
Tom visited Mary.,టామ్ మేరీని సందర్శించాడు.
Tom works at a nearby restaurant.,టామ్ సమీపంలోని రెస్టారెంట్లో పనిచేస్తాడు.
Tom looks dreadful.,టామ్ భయంకరమైన కనిపిస్తోంది.
Tom is between jobs.,టామ్ ఉద్యోగాల మధ్యలో ఉన్నాడు.
It's not serious.,ఇది తీవ్రమైన కాదు.
I'd have told you that.,నేను మీరు చెప్పారు.
I wish I had Tom's brains.,నేను టామ్ యొక్క మెదడులను కలిగి ఉండాలని కోరుకుంటున్నాను.
Tom married a girl much younger than himself.,టోమ్ తన కంటే చాలా చిన్న అమ్మాయిని వివాహం చేసుకున్నాడు.
He was not about to admit his mistake.,అతను తన తప్పును ఒప్పుకోడు.
Our son was killed in the war.,మా కుమారుడు యుద్ధంలో మరణించాడు.
Should I quit my job?,నేను నా ఉద్యోగాన్ని విడిచిపెట్టాలా?
"I saw Tom sitting at the bar alone, drinking wine.","టామ్ ఒంటరిగా బార్ వద్ద కూర్చుని, వైన్ తాగడం చూశాను."
We're a little early.,మేము మా గురించి కొంచెం ముందుకు ఉన్నాము.
Tom wanted me to drive.,టామ్ నన్ను డ్రైవ్ చేయాలనుకున్నాడు.
Tom is doing an exemplary job.,టామ్ ఒక ఆదర్శప్రాయమైన పని చేస్తున్నాడు.
"These aren't yours, are they?",ఇవి మీదేనా?
I don't think Tom is coming to our rescue.,టామ్ మా రక్షణకు వస్తున్నాడని నేను అనుకోను.
I know you're afraid of heights.,మీరు ఎత్తులకు భయపడుతున్నారని నాకు తెలుసు.
