en,te
Tom went to a costume party last weekend.,టామ్ గత వారాంతంలో ఒక దుస్తులు పార్టీకి వెళ్ళాడు.
These are the new ones.,ఇవి కొత్తవి.
We were eating apples.,మేము ఆపిల్ తింటున్నాము.
Let's start with the basics.,ప్రాథమిక విషయాల నుండి ప్రారంభిద్దాం.
Tom tricked Mary into paying for his ticket.,టోమ్ తన టికెట్ కోసం మేరీని మోసం చేశాడు.
Do you know anybody who speaks five languages?,ఐదు భాషలు మాట్లాడే ఎవరైనా తెలుసా?
Do you think Tom saw it?,మీరు టామ్ను చూశారని అనుకుంటున్నారా?
Tom looks dreadful.,టామ్ భయంకరమైన కనిపిస్తోంది.
"Tom is 13, but he still believes in Santa.","టామ్కు 13 సంవత్సరాలు, కానీ అతను ఇప్పటికీ శాంటాపై నమ్మకం కలిగి ఉన్నాడు."
"Shortly after the accident, the police came.",ప్రమాదం జరిగిన కొద్దిసేపటికే పోలీసులు వచ్చారు.
I have had quite enough of his jokes.,నేను అతని గురించి చాలా జోకులు ఉన్నాయి.
"During the break, I went to look for Tom in the lobby.","విరామం సమయంలో, నేను టామ్ కోసం లాబీకి వెళ్ళాను."
He didn't get caught.,అతను పట్టుకోబడలేదు.
I don't know how much money Tom and Mary spend.,టోమ్ మరియు మేరీ ఎంత డబ్బు ఖర్చు చేస్తారో నాకు తెలియదు.
The two answers are both correct.,రెండు సమాధానాలు సరైనవి.
What's Tom going to say about that?,దీని గురించి టామ్ ఏమి చెప్పబోతున్నాడు?
Has Tom cleaned his room yet?,టామ్ తన గదిని ఇప్పటికే శుభ్రం చేసారా?
I'd have told you that.,నేను మీరు చెప్పారు.
Bring me the newspaper.,నాకు వార్తాపత్రిక తీసుకుని.
Thank you very much for the useful advice.,ఉపయోగకరమైన సలహాల కోసం చాలా ధన్యవాదాలు.
I knew that it was time to leave.,నేను వెళ్ళి సమయం తెలుసు.
Tom shouted at us in a gruff voice.,టామ్ కోపంతో మాపై కేకలు వేశాడు.
He must be a good walker to have walked such a long distance.,అతను ఈ దూరం నడవడానికి ఒక మంచి వాకర్ ఉండాలి.
I've fixed the radio for him.,నేను అతనికి రేడియో పరిష్కరించారు.
Make sure to back up all your files.,మీ ఫైళ్ళను బ్యాకప్ చేయడానికి నిర్ధారించుకోండి.
That didn't even occur to me.,అది నాకు కూడా జరగలేదు.
My parents won't let me date.,నా తల్లిదండ్రులు నాకు డేటింగ్ అనుమతించరు.
Your safety isn't our concern.,మీ భద్రత మా ఆందోళన కాదు.
I'm very angry now.,నేను ఇప్పుడు చాలా కోపంగా ఉన్నాను.
I haven't had this much fun in years.,నేను చాలా సంవత్సరాలుగా చాలా ఆనందించలేదు.
Tom is cheap.,టామ్ చౌకగా ఉన్నాడు.
Is your mother at home now?,మీ తల్లి ఇప్పుడు ఇంట్లో ఉంది?
Tom asked us not to make any noise.,టామ్ శబ్దం చేయవద్దని మాకు చెప్పాడు.
Some people think that hang gliding is a dangerous sport.,కొన్నింటిని హ్యాంగ్ స్లైడింగ్ ప్రమాదకరమైన క్రీడగా భావిస్తారు.
"Why don't you leave, Tom?","టామ్, ఎందుకు మీరు వెళ్ళి లేదు?"
Everything,అన్నిటికీ.
I have to take my medicine every six hours.,నేను ప్రతి ఆరు గంటల నా మందులు తీసుకోవాలి.
Tom can fix the heater.,టామ్ హీటర్ను రిపేర్ చేయగలడు.
It's almost dawn and nothing's happened yet.,ఇది దాదాపు ఉదయం మరియు ఏమీ ఇంకా జరగలేదు.
Is Tom smarter than you?,టామ్ మీకన్నా తెలివైనవాడా?
Don't take their word for it.,వారి మాటను నమ్మొద్దు.
The air conditioner doesn't work.,ఎయిర్ కండీషనర్ పనిచేయడం లేదు.
I don't think I've ever been this happy.,నేను ఆ సంతోషంగా ఉన్నాను అనుకుంటున్నాను లేదు.
